month,ticker,forward_return,execution_date_start,execution_date_end,label
2020-01,BR,-0.12629964858482867,2020-02-04,2020-03-03,0.29819277108433734
2020-01,BRK.B,-0.07228542802604565,2020-02-04,2020-03-03,0.6445783132530121
2020-01,BSX,-0.131763092004215,2020-02-04,2020-03-03,0.2740963855421687
2020-01,BWA,-0.0875810937016257,2020-02-04,2020-03-03,0.5421686746987951
2020-01,BXP,-0.08065850091455617,2020-02-04,2020-03-03,0.5963855421686747
2020-01,CAG,-0.13314534493291197,2020-02-04,2020-03-03,0.26506024096385544
2020-01,CAH,0.026555406520841984,2020-02-04,2020-03-03,0.9608433734939759
2020-01,CAT,-0.06838441533892103,2020-02-04,2020-03-03,0.6626506024096386
2020-01,CBOE,-0.04009894660600988,2020-02-04,2020-03-03,0.8373493975903614
2020-01,CBRE,-0.08986285252270987,2020-02-04,2020-03-03,0.5240963855421686
2020-01,CCL,-0.26075533423528274,2020-02-04,2020-03-03,0.02710843373493976
2020-01,CDNS,-0.11005099453804235,2020-02-04,2020-03-03,0.39457831325301207
2020-01,CDW,-0.14844666737702084,2020-02-04,2020-03-03,0.19578313253012047
2020-01,CE,-0.11316429441350129,2020-02-04,2020-03-03,0.3674698795180723
2020-01,CERN,,2020-02-04,2020-03-03,
2020-01,CF,-0.06459779713852642,2020-02-04,2020-03-03,0.6837349397590361
2020-01,CHD,-0.019367785318541997,2020-02-04,2020-03-03,0.8885542168674698
2020-01,CHRW,-0.054824683520238615,2020-02-04,2020-03-03,0.7349397590361446
2020-01,CHTR,-0.06905500934781972,2020-02-04,2020-03-03,0.6536144578313253
2020-01,CL,-0.04801045863043396,2020-02-04,2020-03-03,0.7771084337349398
2020-01,CMCSA,-0.06413748408397746,2020-02-04,2020-03-03,0.6897590361445783
2020-01,CME,0.0024589973849451496,2020-02-04,2020-03-03,0.9307228915662651
2020-01,CMG,-0.16811325920105724,2020-02-04,2020-03-03,0.12349397590361445
2020-01,CMI,-0.04752909306424269,2020-02-04,2020-03-03,0.786144578313253
2020-01,CNC,-0.12812654970149706,2020-02-04,2020-03-03,0.286144578313253
2020-01,COO,-0.057603834325533065,2020-02-04,2020-03-03,0.7259036144578314
2020-01,COP,-0.1421386758021823,2020-02-04,2020-03-03,0.21987951807228914
2020-01,COST,-0.005023792752739786,2020-02-04,2020-03-03,0.9156626506024096
2020-01,COTY,-0.1581747153112284,2020-02-04,2020-03-03,0.16265060240963855
2020-01,CPRT,-0.18402337173746763,2020-02-04,2020-03-03,0.08132530120481928
2020-01,CRM,-0.10072206364370118,2020-02-04,2020-03-03,0.45180722891566266
2020-01,CSCO,-0.15917683612404054,2020-02-04,2020-03-03,0.1566265060240964
2020-01,CSX,-0.11085574263287268,2020-02-04,2020-03-03,0.39156626506024095
2020-01,CTAS,-0.04752402269906353,2020-02-04,2020-03-03,0.7891566265060241
2020-01,CTSH,-0.05724444094837777,2020-02-04,2020-03-03,0.7319277108433735
2020-01,CTVA,-0.09356777436051311,2020-02-04,2020-03-03,0.5
2020-01,CTXS,,2020-02-04,2020-03-03,
2020-01,CVS,-0.07866844330624401,2020-02-04,2020-03-03,0.608433734939759
2020-01,CVX,-0.10628684991881787,2020-02-04,2020-03-03,0.41566265060240964
2020-01,CXO,,2020-02-04,2020-03-03,
2020-01,D,-0.0031557234642267673,2020-02-04,2020-03-03,0.9186746987951807
2020-01,DAL,-0.19732215155492627,2020-02-04,2020-03-03,0.060240963855421686
2020-01,DD,-0.1666262208675715,2020-02-04,2020-03-03,0.12951807228915663
2020-01,DE,-0.04044252373684232,2020-02-04,2020-03-03,0.8343373493975904
2020-01,DG,0.0027566230893656396,2020-02-04,2020-03-03,0.9337349397590361
2020-01,DGX,-0.02345843056378938,2020-02-04,2020-03-03,0.8734939759036144
2020-01,DHI,-0.03327570002179825,2020-02-04,2020-03-03,0.8524096385542169
2020-01,DHR,-0.09351201557523503,2020-02-04,2020-03-03,0.5060240963855421
2020-01,DIS,-0.1953983061288247,2020-02-04,2020-03-03,0.06325301204819277
2020-01,DISH,,2020-02-04,2020-03-03,
2020-01,DLR,0.03680303350047387,2020-02-04,2020-03-03,0.9698795180722891
2020-01,DLTR,-0.07349108870106591,2020-02-04,2020-03-03,0.6295180722891566
2020-01,DOV,-0.08809472231705939,2020-02-04,2020-03-03,0.5391566265060241
2020-01,DOW,-0.14192691025382564,2020-02-04,2020-03-03,0.22289156626506024
2020-01,DRE,,2020-02-04,2020-03-03,
2020-01,DTE,-0.1508643465432844,2020-02-04,2020-03-03,0.1897590361445783
2020-01,DUK,-0.0006034636733943666,2020-02-04,2020-03-03,0.927710843373494
2020-01,DVA,-0.038552134386297565,2020-02-04,2020-03-03,0.8403614457831325
2020-01,DVN,-0.27767631971169127,2020-02-04,2020-03-03,0.015060240963855422
2020-01,DXC,-0.3278887622273253,2020-02-04,2020-03-03,0.012048192771084338
2020-01,EBAY,-0.013941830340214678,2020-02-04,2020-03-03,0.9036144578313253
2020-01,ECL,-0.046841927548116336,2020-02-04,2020-03-03,0.7951807228915663
2020-01,ED,-0.0866038472451437,2020-02-04,2020-03-03,0.5572289156626506
2020-01,EFX,-0.023676752703850612,2020-02-04,2020-03-03,0.8704819277108434
2020-01,EIX,-0.09500453458528402,2020-02-04,2020-03-03,0.49096385542168675
2020-01,EL,-0.05763420736158431,2020-02-04,2020-03-03,0.7228915662650602
2020-01,EMN,-0.1659825765599643,2020-02-04,2020-03-03,0.13253012048192772
2020-01,EMR,-0.12390065906885483,2020-02-04,2020-03-03,0.3132530120481928
2020-01,EOG,-0.1519967859671303,2020-02-04,2020-03-03,0.18373493975903615
2020-01,EQIX,0.01621733198292863,2020-02-04,2020-03-03,0.9457831325301205
2020-01,EQR,-0.06073608735847413,2020-02-04,2020-03-03,0.7078313253012049
2020-01,ES,0.026093083872394063,2020-02-04,2020-03-03,0.9578313253012049
2020-01,ESS,-0.06319404323758415,2020-02-04,2020-03-03,0.6957831325301205
2020-01,ETN,-0.07987319944216298,2020-02-04,2020-03-03,0.6024096385542169
2020-01,EW,-0.07859510331383701,2020-02-04,2020-03-03,0.6114457831325302
2020-01,EXPD,-0.041626860158009205,2020-02-04,2020-03-03,0.8253012048192772
2020-01,EXPE,-0.13979763745728246,2020-02-04,2020-03-03,0.23493975903614459
2020-01,EXR,-0.041375574071227605,2020-02-04,2020-03-03,0.8313253012048193
2020-01,F,-0.24074087699239133,2020-02-04,2020-03-03,0.03313253012048193
2020-01,FANG,-0.15138166071740478,2020-02-04,2020-03-03,0.18674698795180722
2020-01,FAST,-0.06877828869699032,2020-02-04,2020-03-03,0.6566265060240963
2020-01,FCX,-0.16362145969118225,2020-02-04,2020-03-03,0.14156626506024098
2020-01,FE,-0.10142539995258182,2020-02-04,2020-03-03,0.44879518072289154
2020-01,FFIV,-0.05815089716851085,2020-02-04,2020-03-03,0.7198795180722891
2020-01,FLIR,,2020-02-04,2020-03-03,
2020-01,FLS,-0.1522060913306792,2020-02-04,2020-03-03,0.17771084337349397
2020-01,FLT,,2020-02-04,2020-03-03,
2020-01,FMC,-0.04435235601067555,2020-02-04,2020-03-03,0.8162650602409639
2020-01,FOX,-0.17289305121002663,2020-02-04,2020-03-03,0.1144578313253012
2020-01,FRT,-0.07841604873793406,2020-02-04,2020-03-03,0.6144578313253012
2020-01,FTI,-0.1776503822172918,2020-02-04,2020-03-03,0.0963855421686747
2020-01,FTNT,-0.13782483636917264,2020-02-04,2020-03-03,0.24096385542168675
2020-01,FTV,-0.09205512588017628,2020-02-04,2020-03-03,0.5090361445783133
2020-01,GD,-0.10293540141538948,2020-02-04,2020-03-03,0.4367469879518072
2020-01,GE,-0.13513529787623857,2020-02-04,2020-03-03,0.25301204819277107
2020-01,GILD,0.10103859939698312,2020-02-04,2020-03-03,0.9909638554216867
2020-01,GLW,-0.1261789291505795,2020-02-04,2020-03-03,0.3042168674698795
2020-01,GM,-0.11201636176766139,2020-02-04,2020-03-03,0.3795180722891566
2020-01,GOOG,-0.07303037794464118,2020-02-04,2020-03-03,0.6355421686746988
2020-01,GPC,-0.09466357650058832,2020-02-04,2020-03-03,0.4939759036144578
2020-01,GPS,,2020-02-04,2020-03-03,
2020-01,GRMN,-0.08882140301790886,2020-02-04,2020-03-03,0.536144578313253
2020-01,GWW,-0.06797526468158022,2020-02-04,2020-03-03,0.6656626506024096
2020-01,HAL,-0.25618437833368124,2020-02-04,2020-03-03,0.030120481927710843
2020-01,HAS,-0.2739869625311605,2020-02-04,2020-03-03,0.02108433734939759
2020-01,HBI,,2020-02-04,2020-03-03,
2020-01,HCA,-0.10503395326884446,2020-02-04,2020-03-03,0.4246987951807229
2020-01,HD,-0.030042642978390433,2020-02-04,2020-03-03,0.858433734939759
2020-01,HES,,2020-02-04,2020-03-03,
2020-01,HFC,,2020-02-04,2020-03-03,
2020-01,HLT,-0.15744351074988183,2020-02-04,2020-03-03,0.1686746987951807
2020-01,HOG,-0.14698164743529663,2020-02-04,2020-03-03,0.20180722891566266
2020-01,HOLX,,2020-02-04,2020-03-03,
2020-01,HP,-0.13427488435348123,2020-02-04,2020-03-03,0.2560240963855422
2020-01,HPE,-0.12690719209722867,2020-02-04,2020-03-03,0.29518072289156627
2020-01,HPQ,-0.03712255333331316,2020-02-04,2020-03-03,0.8493975903614458
2020-01,HRB,-0.06469004423573066,2020-02-04,2020-03-03,0.6807228915662651
2020-01,HRL,-0.09589931063685653,2020-02-04,2020-03-03,0.48493975903614456
2020-01,HSIC,-0.13175625271267366,2020-02-04,2020-03-03,0.27710843373493976
2020-01,HST,-0.15855100416304513,2020-02-04,2020-03-03,0.15963855421686746
2020-01,ICE,0.025380841634546236,2020-02-04,2020-03-03,0.9518072289156626
2020-01,IDXX,-0.0998495113382557,2020-02-04,2020-03-03,0.46686746987951805
2020-01,IEX,-0.11632861715844267,2020-02-04,2020-03-03,0.35542168674698793
2020-01,IFF,-0.12629472666365493,2020-02-04,2020-03-03,0.30120481927710846
2020-01,INCY,0.0530590950740526,2020-02-04,2020-03-03,0.9759036144578314
2020-01,INFO,,2020-02-04,2020-03-03,
2020-01,INTC,-0.14076333148527997,2020-02-04,2020-03-03,0.2289156626506024
2020-01,IP,-0.10175649337457238,2020-02-04,2020-03-03,0.4427710843373494
2020-01,IPG,,2020-02-04,2020-03-03,
2020-01,IPGP,-0.08938622771587479,2020-02-04,2020-03-03,0.5271084337349398
2020-01,IQV,-0.0998471303243863,2020-02-04,2020-03-03,0.46987951807228917
2020-01,IR,-0.13293209064988643,2020-02-04,2020-03-03,0.2680722891566265
2020-01,IRM,-0.026046645916996236,2020-02-04,2020-03-03,0.8644578313253012
2020-01,ISRG,-0.02752283336141481,2020-02-04,2020-03-03,0.8614457831325302
2020-01,IT,-0.18285716663707385,2020-02-04,2020-03-03,0.08433734939759036
2020-01,ITW,-0.07235039179337699,2020-02-04,2020-03-03,0.641566265060241
2020-01,IVZ,-0.1860826719345936,2020-02-04,2020-03-03,0.06626506024096386
2020-01,J,0.022417642131187243,2020-02-04,2020-03-03,0.9487951807228916
2020-01,JBHT,-0.16349014482607394,2020-02-04,2020-03-03,0.14457831325301204
2020-01,JCI,-0.04561647817908121,2020-02-04,2020-03-03,0.8072289156626506
2020-01,JKHY,0.02900582848200073,2020-02-04,2020-03-03,0.9668674698795181
2020-01,JNPR,,2020-02-04,2020-03-03,
2020-01,JWN,,2020-02-04,2020-03-03,
2020-01,K,,2020-02-04,2020-03-03,
2020-01,KIM,-0.08594935560164452,2020-02-04,2020-03-03,0.572289156626506
2020-01,KLAC,-0.13551716799499536,2020-02-04,2020-03-03,0.25
2020-01,KMI,-0.05476183898907916,2020-02-04,2020-03-03,0.7379518072289156
2020-01,KMX,-0.10945732648982553,2020-02-04,2020-03-03,0.4006024096385542
2020-01,KO,-0.04724653840421977,2020-02-04,2020-03-03,0.7921686746987951
2020-01,KR,0.07720131821771048,2020-02-04,2020-03-03,0.9849397590361446
2020-01,KSS,-0.13396590672185993,2020-02-04,2020-03-03,0.25903614457831325
2020-01,KSU,,2020-02-04,2020-03-03,
2020-01,LEG,-0.17652012320729604,2020-02-04,2020-03-03,0.09939759036144578
2020-01,LEN,-0.021030190443126706,2020-02-04,2020-03-03,0.8825301204819277
2020-01,LHX,-0.11200499985672652,2020-02-04,2020-03-03,0.3825301204819277
2020-01,LIN,-0.08482460800561675,2020-02-04,2020-03-03,0.5813253012048193
2020-01,LKQ,-0.13619950493411492,2020-02-04,2020-03-03,0.2469879518072289
2020-01,LLY,-0.08682787902040356,2020-02-04,2020-03-03,0.5512048192771084
2020-01,LMT,-0.11841341111044101,2020-02-04,2020-03-03,0.3373493975903614
2020-01,LOW,-0.09040649406643697,2020-02-04,2020-03-03,0.5180722891566265
2020-01,LRCX,-0.10430233473752604,2020-02-04,2020-03-03,0.43373493975903615
2020-01,LUV,-0.18491388993961322,2020-02-04,2020-03-03,0.07530120481927711
2020-01,LVS,-0.17600214015007165,2020-02-04,2020-03-03,0.10240963855421686
2020-01,LW,-0.07347175868036637,2020-02-04,2020-03-03,0.6325301204819277
2020-01,LYB,-0.10271727223360294,2020-02-04,2020-03-03,0.4397590361445783
2020-01,M,-0.23193661540458754,2020-02-04,2020-03-03,0.03614457831325301
2020-01,MA,-0.11278577859734917,2020-02-04,2020-03-03,0.37349397590361444
2020-01,MAA,-0.014926179068458723,2020-02-04,2020-03-03,0.8975903614457831
2020-01,MAR,-0.2215859113292178,2020-02-04,2020-03-03,0.04216867469879518
2020-01,MCD,-0.06458616055738164,2020-02-04,2020-03-03,0.6867469879518072
2020-01,MCHP,-0.11798448959843943,2020-02-04,2020-03-03,0.34036144578313254
2020-01,MCK,-0.006958659352755303,2020-02-04,2020-03-03,0.9126506024096386
2020-01,MCO,-0.05046829031463307,2020-02-04,2020-03-03,0.7680722891566265
2020-01,MDLZ,-0.04596883665557017,2020-02-04,2020-03-03,0.8012048192771084
2020-01,MDT,-0.16326360026969233,2020-02-04,2020-03-03,0.14759036144578314
2020-01,MGM,-0.277519406936937,2020-02-04,2020-03-03,0.018072289156626505
2020-01,MHK,-0.1194410643005761,2020-02-04,2020-03-03,0.32831325301204817
2020-01,MKC,-0.06720604783197892,2020-02-04,2020-03-03,0.6716867469879518
2020-01,MLM,-0.12083695267048278,2020-02-04,2020-03-03,0.3192771084337349
2020-01,MMM,-0.06795150276413375,2020-02-04,2020-03-03,0.6686746987951807
2020-01,MNST,-0.07404179264638422,2020-02-04,2020-03-03,0.6234939759036144
2020-01,MPC,-0.14546408166599745,2020-02-04,2020-03-03,0.20783132530120482
2020-01,MRK,-0.10445927761567875,2020-02-04,2020-03-03,0.4307228915662651
2020-01,MRO,,2020-02-04,2020-03-03,
2020-01,MSCI,0.027007325056252363,2020-02-04,2020-03-03,0.963855421686747
2020-01,MSFT,-0.08416978728419122,2020-02-04,2020-03-03,0.5903614457831325
2020-01,MSI,-0.018674080905575097,2020-02-04,2020-03-03,0.891566265060241
2020-01,MTD,-0.048111995061238644,2020-02-04,2020-03-03,0.7740963855421686
2020-01,MU,-0.06666662907426191,2020-02-04,2020-03-03,0.6746987951807228
2020-01,MXIM,,2020-02-04,2020-03-03,
2020-01,MYL,,2020-02-04,2020-03-03,
2020-01,NCLH,-0.38593609256831474,2020-02-04,2020-03-03,0.0030120481927710845
2020-01,NDAQ,-0.0724696948648319,2020-02-04,2020-03-03,0.6385542168674698
2020-01,NEE,0.007540328074223668,2020-02-04,2020-03-03,0.9367469879518072
2020-01,NEM,0.124350315002697,2020-02-04,2020-03-03,0.9939759036144579
2020-01,NFLX,-0.0006504450979678555,2020-02-04,2020-03-03,0.9246987951807228
2020-01,NKE,-0.10058926304335669,2020-02-04,2020-03-03,0.4578313253012048
2020-01,NLSN,,2020-02-04,2020-03-03,
2020-01,NOC,-0.0863126300760999,2020-02-04,2020-03-03,0.5632530120481928
2020-01,NOW,-0.063630881461338,2020-02-04,2020-03-03,0.6927710843373494
2020-01,NRG,-0.10628008431235558,2020-02-04,2020-03-03,0.4186746987951807
2020-01,NSC,-0.1615565232503534,2020-02-04,2020-03-03,0.15060240963855423
2020-01,NTAP,-0.1784181387727133,2020-02-04,2020-03-03,0.09337349397590361
2020-01,NUE,-0.142710738475731,2020-02-04,2020-03-03,0.21385542168674698
2020-01,NVDA,0.0765548868827064,2020-02-04,2020-03-03,0.9819277108433735
2020-01,NVR,0.013732390965476293,2020-02-04,2020-03-03,0.9427710843373494
2020-01,NWL,-0.21207995208654495,2020-02-04,2020-03-03,0.04819277108433735
2020-01,O,-0.04444287228514665,2020-02-04,2020-03-03,0.8102409638554217
2020-01,OKE,-0.08890679154138936,2020-02-04,2020-03-03,0.5301204819277109
2020-01,OMC,-0.09826695016053733,2020-02-04,2020-03-03,0.4759036144578313
2020-01,ORLY,-0.10652862009182307,2020-02-04,2020-03-03,0.40963855421686746
2020-01,OXY,-0.18543175050769212,2020-02-04,2020-03-03,0.07228915662650602
2020-01,PAYC,-0.16415007663781345,2020-02-04,2020-03-03,0.13855421686746988
2020-01,PEAK,,2020-02-04,2020-03-03,
2020-01,PEP,-0.0533444006111089,2020-02-04,2020-03-03,0.7439759036144579
2020-01,PFE,-0.08994432655779694,2020-02-04,2020-03-03,0.5210843373493976
2020-01,PG,-0.059605409407599175,2020-02-04,2020-03-03,0.7168674698795181
2020-01,PH,-0.0913388998734107,2020-02-04,2020-03-03,0.5120481927710844
2020-01,PHM,-0.04287679787390464,2020-02-04,2020-03-03,0.822289156626506
2020-01,PKG,-0.08615666027360758,2020-02-04,2020-03-03,0.5692771084337349
2020-01,PKI,,2020-02-04,2020-03-03,
2020-01,PLD,-0.04313842850671912,2020-02-04,2020-03-03,0.8192771084337349
2020-01,PM,-0.0011961694601125838,2020-02-04,2020-03-03,0.9216867469879518
2020-01,PNR,-0.10152508645044778,2020-02-04,2020-03-03,0.4457831325301205
2020-01,PNW,-0.03206335385003534,2020-02-04,2020-03-03,0.8554216867469879
2020-01,PPG,-0.1443942912736199,2020-02-04,2020-03-03,0.21084337349397592
2020-01,PRGO,-0.10005834847702944,2020-02-04,2020-03-03,0.463855421686747
2020-01,PSX,-0.17050076900943445,2020-02-04,2020-03-03,0.12048192771084337
2020-01,PVH,-0.17464162655072513,2020-02-04,2020-03-03,0.11144578313253012
2020-01,PWR,-0.021567928826698668,2020-02-04,2020-03-03,0.8795180722891566
2020-01,PXD,,2020-02-04,2020-03-03,
2020-01,PYPL,-0.08594270900490308,2020-02-04,2020-03-03,0.5753012048192772
2020-01,QCOM,-0.11660881898069286,2020-02-04,2020-03-03,0.3493975903614458
2020-01,QRVO,-0.08888679573772207,2020-02-04,2020-03-03,0.5331325301204819
2020-01,REG,-0.05072003433244532,2020-02-04,2020-03-03,0.7650602409638554
2020-01,REGN,0.29648888183223177,2020-02-04,2020-03-03,1.0
2020-01,RHI,-0.17952576609251003,2020-02-04,2020-03-03,0.08734939759036145
2020-01,RL,-0.13947282010362438,2020-02-04,2020-03-03,0.23795180722891565
2020-01,ROK,-0.08652866736292664,2020-02-04,2020-03-03,0.5602409638554217
2020-01,ROL,-0.018555051681208967,2020-02-04,2020-03-03,0.8945783132530121
2020-01,ROP,-0.08710771476409218,2020-02-04,2020-03-03,0.5481927710843374
2020-01,ROST,-0.061280746084284465,2020-02-04,2020-03-03,0.7048192771084337
2020-01,RSG,-0.051127850475918946,2020-02-04,2020-03-03,0.7620481927710844
2020-01,SBAC,0.1278278886386901,2020-02-04,2020-03-03,0.9969879518072289
2020-01,SBUX,-0.10651324848462829,2020-02-04,2020-03-03,0.4126506024096386
2020-01,SEE,,2020-02-04,2020-03-03,
2020-01,SHW,-0.07667792998120648,2020-02-04,2020-03-03,0.6174698795180723
2020-01,SLB,-0.20146710362446318,2020-02-04,2020-03-03,0.05421686746987952
2020-01,SNPS,-0.10069958723608785,2020-02-04,2020-03-03,0.45481927710843373
2020-01,SPG,-0.09427959645957007,2020-02-04,2020-03-03,0.49698795180722893
2020-01,SPGI,-0.05751001996503691,2020-02-04,2020-03-03,0.7289156626506024
2020-01,SRE,-0.11291477741808631,2020-02-04,2020-03-03,0.3704819277108434
2020-01,STE,0.060282061748710536,2020-02-04,2020-03-03,0.9789156626506024
2020-01,STX,-0.14855009779422657,2020-02-04,2020-03-03,0.1927710843373494
2020-01,SWK,-0.18577695591002052,2020-02-04,2020-03-03,0.06927710843373494
2020-01,SWKS,-0.15211750253731238,2020-02-04,2020-03-03,0.18072289156626506
2020-01,SYK,-0.12720124974422864,2020-02-04,2020-03-03,0.2921686746987952
2020-01,SYY,-0.08739659326096627,2020-02-04,2020-03-03,0.5451807228915663
2020-01,TAP,-0.11386375575789487,2020-02-04,2020-03-03,0.3644578313253012
2020-01,TDG,-0.13130194638589598,2020-02-04,2020-03-03,0.28012048192771083
2020-01,TEL,-0.12502989442134982,2020-02-04,2020-03-03,0.3072289156626506
2020-01,TFX,-0.11954897959031208,2020-02-04,2020-03-03,0.3253012048192771
2020-01,TGT,-0.06011187555947628,2020-02-04,2020-03-03,0.7108433734939759
2020-01,TIF,,2020-02-04,2020-03-03,
2020-01,TJX,-0.007277640203449676,2020-02-04,2020-03-03,0.9096385542168675
2020-01,TMO,-0.04785859742874099,2020-02-04,2020-03-03,0.7801204819277109
2020-01,TMUS,0.09643009344078313,2020-02-04,2020-03-03,0.9879518072289156
2020-01,TROW,-0.09736140188535691,2020-02-04,2020-03-03,0.4789156626506024
2020-01,TSCO,0.02602031368465929,2020-02-04,2020-03-03,0.9548192771084337
2020-01,TSN,-0.17860203154536103,2020-02-04,2020-03-03,0.09036144578313253
2020-01,TTWO,-0.12376899902860916,2020-02-04,2020-03-03,0.31626506024096385
2020-01,TWTR,,2020-02-04,2020-03-03,
2020-01,TXN,-0.10010272410109577,2020-02-04,2020-03-03,0.4608433734939759
2020-01,TXT,-0.20432188825767938,2020-02-04,2020-03-03,0.05120481927710843
2020-01,UA,-0.3376764517516906,2020-02-04,2020-03-03,0.009036144578313253
2020-01,UAL,-0.26112306545186925,2020-02-04,2020-03-03,0.024096385542168676
2020-01,UHS,-0.09353912570870115,2020-02-04,2020-03-03,0.5030120481927711
2020-01,ULTA,-0.06149450673530077,2020-02-04,2020-03-03,0.7018072289156626
2020-01,UNH,-0.0692207829590199,2020-02-04,2020-03-03,0.6506024096385542
2020-01,UNP,-0.13628996159396256,2020-02-04,2020-03-03,0.24397590361445784
2020-01,UPS,-0.1080994621208563,2020-02-04,2020-03-03,0.4036144578313253
2020-01,URI,-0.1280418992549952,2020-02-04,2020-03-03,0.2891566265060241
2020-01,V,-0.08626925877118141,2020-02-04,2020-03-03,0.5662650602409639
2020-01,VAR,,2020-02-04,2020-03-03,
2020-01,VFC,-0.14818351875883295,2020-02-04,2020-03-03,0.19879518072289157
2020-01,VLO,-0.197472807731348,2020-02-04,2020-03-03,0.0572289156626506
2020-01,VMC,-0.11155853132481919,2020-02-04,2020-03-03,0.3885542168674699
2020-01,VNO,-0.17538564995661543,2020-02-04,2020-03-03,0.10542168674698796
2020-01,VRSK,-0.04597626403443922,2020-02-04,2020-03-03,0.7981927710843374
2020-01,VRSN,-0.11856577499878662,2020-02-04,2020-03-03,0.33433734939759036
2020-01,VRTX,-0.04756742460600982,2020-02-04,2020-03-03,0.7831325301204819
2020-01,VTR,-0.10518174115701218,2020-02-04,2020-03-03,0.42168674698795183
2020-01,VZ,-0.044433442331529904,2020-02-04,2020-03-03,0.8132530120481928
2020-01,WAB,-0.17505499528797952,2020-02-04,2020-03-03,0.10843373493975904
